;Final_name
ASV_445;ASV_445_Planctomycetota_Phycisphaeraceae_CL500-3
ASV_446;ASV_446_Acidobacteriota_NA_NA
ASV_447;ASV_447_PAUC34f_NA_NA
ASV_448;ASV_448_Cyanobacteria_Cyanobiaceae_[Synechococcus] spongiarum group
ASV_449;ASV_449_Proteobacteria_NA_NA
ASV_450;ASV_450_Acidobacteriota_NA_NA
ASV_451;ASV_451_Proteobacteria_KI89A clade_NA
ASV_452;ASV_452_Myxococcota_NA_NA
ASV_453;ASV_453_Proteobacteria_Clade I_Clade Ib
ASV_454;ASV_454_Chloroflexi_NA_NA
ASV_455;ASV_455_Chloroflexi_A4b_NA
ASV_456;ASV_456_Proteobacteria_Nitrosococcaceae_AqS1
ASV_457;ASV_457_Myxococcota_NA_NA
ASV_458;ASV_458_PAUC34f_NA_NA
ASV_459;ASV_459_Proteobacteria_Nitrosococcaceae_AqS1
ASV_460;ASV_460_Acidobacteriota_NA_NA
ASV_461;ASV_461_Proteobacteria_NA_NA
ASV_462;ASV_462_Acidobacteriota_NA_NA
ASV_463;ASV_463_Chloroflexi_NA_NA
ASV_464;ASV_464_Chloroflexi_NA_NA
ASV_465;ASV_465_Proteobacteria_Rhodobacteraceae_Albidovulum
ASV_466;ASV_466_Proteobacteria_NA_NA
ASV_467;ASV_467_Proteobacteria_NA_NA
ASV_468;ASV_468_PAUC34f_NA_NA
ASV_469;ASV_469_Entotheonellaeota_Entotheonellaceae_NA
ASV_470;ASV_470_Proteobacteria_Woeseiaceae_JTB255 marine benthic group
ASV_471;ASV_471_AncK6_NA_NA
ASV_472;ASV_472_Chloroflexi_NA_NA
ASV_473;ASV_473_Proteobacteria_Nitrosococcaceae_AqS1
ASV_474;ASV_474_Chloroflexi_NA_NA
ASV_475;ASV_475_Spirochaetota_Spirochaetaceae_Spirochaeta
ASV_476;ASV_476_Spirochaetota_Spirochaetaceae_Spirochaeta
ASV_477;ASV_477_Bacteroidota_Rhodothermaceae_NA
ASV_478;ASV_478_Spirochaetota_Spirochaetaceae_Spirochaeta
ASV_479;ASV_479_Entotheonellaeota_Entotheonellaceae_NA
ASV_480;ASV_480_Crenarchaeota_Nitrosopumilaceae_Candidatus Nitrosopumilus
ASV_481;ASV_481_Acidobacteriota_NA_NA
ASV_482;ASV_482_Proteobacteria_Thioglobaceae_SUP05 cluster
ASV_483;ASV_483_Proteobacteria_Rhodobacteraceae_Epibacterium
ASV_484;ASV_484_Chloroflexi_Caldilineaceae_NA
ASV_485;ASV_485_Acidobacteriota_NA_NA
ASV_486;ASV_486_Proteobacteria_Rhizobiaceae_Pseudahrensia
ASV_487;ASV_487_Proteobacteria_NA_NA
ASV_488;ASV_488_Chloroflexi_NA_NA
ASV_489;ASV_489_Proteobacteria_Nitrosococcaceae_FS142-36B-02
ASV_490;ASV_490_Crenarchaeota_Nitrosopumilaceae_Candidatus Nitrosopumilus
ASV_491;ASV_491_Nitrospinota_NA_NA
ASV_492;ASV_492_Planctomycetota_Pirellulaceae_Blastopirellula
ASV_493;ASV_493_Chloroflexi_A4b_NA
ASV_494;ASV_494_Bacteroidota_Flavobacteriaceae_Tenacibaculum
ASV_495;ASV_495_Proteobacteria_NA_NA
ASV_496;ASV_496_Chloroflexi_NA_NA
ASV_497;ASV_497_Proteobacteria_Nitrosococcaceae_FS142-36B-02
ASV_498;ASV_498_Proteobacteria_NA_NA
ASV_499;ASV_499_Crenarchaeota_Nitrosopumilaceae_Cenarchaeum
ASV_500;ASV_500_Proteobacteria_NA_NA
ASV_501;ASV_501_Proteobacteria_NA_NA
ASV_502;ASV_502_Actinobacteriota_NA_NA
ASV_503;ASV_503_Proteobacteria_Nitrosococcaceae_AqS1
ASV_504;ASV_504_Proteobacteria_NA_NA
ASV_505;ASV_505_Acidobacteriota_NA_NA
ASV_506;ASV_506_Proteobacteria_NA_NA
ASV_507;ASV_507_Chloroflexi_A4b_NA
ASV_508;ASV_508_Dadabacteria_NA_NA
ASV_509;ASV_509_Myxococcota_NA_NA
ASV_510;ASV_510_Spirochaetota_Spirochaetaceae_Spirochaeta
ASV_511;ASV_511_Chloroflexi_NA_NA
ASV_512;ASV_512_Actinobacteriota_Microtrichaceae_Sva0996 marine group
ASV_513;ASV_513_Chloroflexi_NA_NA
ASV_514;ASV_514_Acidobacteriota_Thermoanaerobaculaceae_Subgroup 10
ASV_515;ASV_515_Chloroflexi_A4b_NA
ASV_516;ASV_516_Proteobacteria_NA_NA
ASV_517;ASV_517_Bacteroidota_Rhodothermaceae_NA
ASV_518;ASV_518_PAUC34f_NA_NA
ASV_519;ASV_519_Proteobacteria_NA_NA
ASV_520;ASV_520_Proteobacteria_NA_NA
ASV_521;ASV_521_Acidobacteriota_NA_NA
ASV_522;ASV_522_Proteobacteria_NA_NA
ASV_523;ASV_523_Planctomycetota_Pirellulaceae_Rubripirellula
ASV_524;ASV_524_Chloroflexi_Caldilineaceae_NA
ASV_525;ASV_525_Chloroflexi_NA_NA
ASV_526;ASV_526_Chloroflexi_NA_NA
ASV_527;ASV_527_Gemmatimonadota_NA_NA
ASV_528;ASV_528_PAUC34f_NA_NA
ASV_529;ASV_529_Proteobacteria_Coxiellaceae_Coxiella
ASV_530;ASV_530_Chloroflexi_NA_NA
ASV_531;ASV_531_Chloroflexi_NA_NA
ASV_532;ASV_532_Proteobacteria_KI89A clade_NA
ASV_533;ASV_533_Acidobacteriota_NA_NA
ASV_534;ASV_534_Chloroflexi_Caldilineaceae_NA
ASV_535;ASV_535_Proteobacteria_Nitrosococcaceae_AqS1
ASV_536;ASV_536_Acidobacteriota_Thermoanaerobaculaceae_Subgroup 10
ASV_537;ASV_537_Acidobacteriota_NA_NA
ASV_538;ASV_538_Proteobacteria_NA_NA
ASV_539;ASV_539_Chloroflexi_NA_NA
ASV_540;ASV_540_Dadabacteria_NA_NA
ASV_541;ASV_541_Chloroflexi_NA_NA
ASV_542;ASV_542_Chloroflexi_NA_NA
ASV_543;ASV_543_Entotheonellaeota_Entotheonellaceae_NA
ASV_544;ASV_544_Proteobacteria_Nitrosococcaceae_AqS1
ASV_545;ASV_545_Crenarchaeota_Nitrosopumilaceae_NA
ASV_546;ASV_546_Gemmatimonadota_NA_NA
ASV_547;ASV_547_Myxococcota_NA_NA
ASV_548;ASV_548_Actinobacteriota_Microtrichaceae_Sva0996 marine group
ASV_549;ASV_549_Proteobacteria_NA_NA
ASV_550;ASV_550_Chloroflexi_NA_NA
ASV_551;ASV_551_Proteobacteria_NA_NA
ASV_552;ASV_552_Gemmatimonadota_NA_NA
ASV_553;ASV_553_Chloroflexi_NA_NA
ASV_554;ASV_554_Myxococcota_NA_NA
ASV_555;ASV_555_Proteobacteria_Woeseiaceae_JTB255 marine benthic group
ASV_556;ASV_556_Chloroflexi_NA_NA
ASV_557;ASV_557_Chloroflexi_NA_NA
ASV_558;ASV_558_Bacteroidota_Flavobacteriaceae_NS5 marine group
ASV_559;ASV_559_Chloroflexi_Caldilineaceae_NA
ASV_560;ASV_560_Chloroflexi_NA_NA
ASV_561;ASV_561_Spirochaetota_Spirochaetaceae_Spirochaeta
ASV_562;ASV_562_NA_NA_NA
ASV_563;ASV_563_Chloroflexi_NA_NA
ASV_564;ASV_564_Verrucomicrobiota_Puniceicoccaceae_NA
ASV_565;ASV_565_Entotheonellaeota_Entotheonellaceae_NA
ASV_566;ASV_566_Proteobacteria_NA_NA
ASV_567;ASV_567_Crenarchaeota_Nitrosopumilaceae_NA
ASV_568;ASV_568_Proteobacteria_NA_NA
ASV_569;ASV_569_Crenarchaeota_Nitrosopumilaceae_Candidatus Nitrosopumilus
ASV_570;ASV_570_Proteobacteria_Pseudoalteromonadaceae_Algicola
ASV_571;ASV_571_Dependentiae_UBA12411_NA
ASV_572;ASV_572_Chloroflexi_NA_NA
ASV_573;ASV_573_Proteobacteria_Rhodobacteraceae_NA
ASV_574;ASV_574_Proteobacteria_NA_NA
ASV_575;ASV_575_Acidobacteriota_NA_NA
ASV_576;ASV_576_Proteobacteria_Alteromonadaceae_Alteromonas
ASV_577;ASV_577_Actinobacteriota_Microtrichaceae_Sva0996 marine group
ASV_578;ASV_578_Acidobacteriota_NA_NA
ASV_579;ASV_579_Chloroflexi_NA_NA
ASV_580;ASV_580_SAR324 clade(Marine group B)_NA_NA
ASV_581;ASV_581_Chloroflexi_A4b_NA
ASV_582;ASV_582_Chloroflexi_NA_NA
ASV_583;ASV_583_Planctomycetota_Phycisphaeraceae_Urania-1B-19 marine sediment group
ASV_584;ASV_584_Gemmatimonadota_NA_NA
ASV_585;ASV_585_Chloroflexi_NA_NA
ASV_586;ASV_586_Planctomycetota_Phycisphaeraceae_JL-ETNP-F27
ASV_587;ASV_587_Acidobacteriota_NA_NA
ASV_588;ASV_588_Chloroflexi_Caldilineaceae_NA
ASV_589;ASV_589_Dadabacteria_NA_NA
ASV_590;ASV_590_Dadabacteria_NA_NA
ASV_591;ASV_591_Chloroflexi_A4b_NA
ASV_592;ASV_592_Myxococcota_NA_NA
ASV_593;ASV_593_Gemmatimonadota_NA_NA
ASV_594;ASV_594_Spirochaetota_Spirochaetaceae_Spirochaeta
ASV_595;ASV_595_Proteobacteria_Nitrosococcaceae_AqS1
ASV_596;ASV_596_Proteobacteria_Nitrosococcaceae_AqS1
ASV_597;ASV_597_Proteobacteria_NA_NA
ASV_598;ASV_598_Proteobacteria_Nitrosococcaceae_AqS1
ASV_599;ASV_599_Nitrospirota_Nitrospiraceae_Nitrospira
ASV_600;ASV_600_Acidobacteriota_NA_NA
ASV_601;ASV_601_Chloroflexi_NA_NA
ASV_602;ASV_602_Verrucomicrobiota_Puniceicoccaceae_Cerasicoccus
ASV_603;ASV_603_Actinobacteriota_Nocardiaceae_Gordonia
ASV_604;ASV_604_Myxococcota_NA_NA
ASV_605;ASV_605_Chloroflexi_NA_NA
ASV_606;ASV_606_Chloroflexi_NA_NA
ASV_607;ASV_607_Chloroflexi_NA_NA
ASV_608;ASV_608_PAUC34f_NA_NA
ASV_609;ASV_609_Chloroflexi_NA_NA
ASV_610;ASV_610_Proteobacteria_Vibrionaceae_Vibrio
ASV_611;ASV_611_Proteobacteria_Nitrosococcaceae_FS142-36B-02
ASV_612;ASV_612_Acidobacteriota_NA_NA
ASV_613;ASV_613_Spirochaetota_Spirochaetaceae_Spirochaeta
ASV_614;ASV_614_Myxococcota_NA_NA
ASV_615;ASV_615_Verrucomicrobiota_Puniceicoccaceae_Verruc-01
ASV_616;ASV_616_NA_NA_NA
ASV_617;ASV_617_Chloroflexi_A4b_NA
ASV_618;ASV_618_Chloroflexi_NA_NA
ASV_619;ASV_619_Acidobacteriota_NA_NA
ASV_620;ASV_620_Actinobacteriota_NA_NA
ASV_621;ASV_621_Chloroflexi_A4b_NA
ASV_622;ASV_622_Chloroflexi_Caldilineaceae_NA
ASV_623;ASV_623_Acidobacteriota_NA_NA
ASV_624;ASV_624_Chloroflexi_NA_NA
ASV_625;ASV_625_Proteobacteria_KI89A clade_NA
ASV_626;ASV_626_Cyanobacteria_NA_NA
ASV_627;ASV_627_Acidobacteriota_NA_NA
ASV_628;ASV_628_Proteobacteria_NA_NA
ASV_629;ASV_629_Crenarchaeota_Nitrosopumilaceae_NA
ASV_630;ASV_630_Crenarchaeota_Nitrosopumilaceae_Candidatus Nitrosopumilus
ASV_631;ASV_631_Chloroflexi_NA_NA
ASV_632;ASV_632_Chloroflexi_NA_NA
ASV_633;ASV_633_NA_NA_NA
ASV_634;ASV_634_Acidobacteriota_NA_NA
ASV_635;ASV_635_Chloroflexi_NA_NA
ASV_636;ASV_636_Bdellovibrionota_Bdellovibrionaceae_Bdellovibrio
ASV_637;ASV_637_Proteobacteria_Mitochondria_NA
ASV_638;ASV_638_Planctomycetota_Pirellulaceae_Blastopirellula
ASV_639;ASV_639_Acidobacteriota_NA_NA
ASV_640;ASV_640_Crenarchaeota_Nitrosopumilaceae_Candidatus Nitrosopelagicus
ASV_641;ASV_641_Proteobacteria_KI89A clade_NA
ASV_642;ASV_642_Acidobacteriota_NA_NA
ASV_643;ASV_643_Dependentiae_UBA12411_NA
ASV_644;ASV_644_Spirochaetota_Leptospiraceae_NA
ASV_645;ASV_645_Acidobacteriota_NA_NA
ASV_646;ASV_646_Chloroflexi_NA_NA
ASV_647;ASV_647_Proteobacteria_NA_NA
ASV_648;ASV_648_Spirochaetota_Leptospiraceae_NA
ASV_649;ASV_649_Chloroflexi_NA_NA
ASV_650;ASV_650_Actinobacteriota_Microtrichaceae_Sva0996 marine group
ASV_651;ASV_651_Deinococcota_Trueperaceae_Truepera
ASV_652;ASV_652_Actinobacteriota_Microtrichaceae_Sva0996 marine group
ASV_653;ASV_653_NB1-j_NA_NA
ASV_654;ASV_654_Actinobacteriota_Actinomarinaceae_Candidatus Actinomarina
ASV_655;ASV_655_Proteobacteria_Colwelliaceae_Thalassotalea
ASV_656;ASV_656_Proteobacteria_NA_NA
ASV_657;ASV_657_Spirochaetota_Leptospiraceae_NA
ASV_658;ASV_658_Bacteroidota_Rhodothermaceae_NA
ASV_659;ASV_659_AncK6_NA_NA
ASV_660;ASV_660_Proteobacteria_Spongiibacteraceae_BD1-7 clade
ASV_661;ASV_661_Chloroflexi_NA_NA
ASV_662;ASV_662_Verrucomicrobiota_DEV007_NA
ASV_663;ASV_663_Spirochaetota_Spirochaetaceae_Spirochaeta
ASV_664;ASV_664_Bacteroidota_Flavobacteriaceae_NS5 marine group
ASV_665;ASV_665_Planctomycetota_Phycisphaeraceae_FS140-16B-02 marine group
ASV_666;ASV_666_Proteobacteria_KI89A clade_NA
ASV_667;ASV_667_Chloroflexi_NA_NA
ASV_668;ASV_668_Gemmatimonadota_NA_NA
ASV_669;ASV_669_Acidobacteriota_NA_NA
ASV_670;ASV_670_Proteobacteria_Mitochondria_NA
ASV_671;ASV_671_Bdellovibrionota_Bdellovibrionaceae_Bdellovibrio
ASV_672;ASV_672_Chloroflexi_NA_NA
ASV_673;ASV_673_Proteobacteria_NA_NA
ASV_674;ASV_674_Chloroflexi_NA_NA
ASV_675;ASV_675_Actinobacteriota_Microtrichaceae_Sva0996 marine group
ASV_676;ASV_676_Gemmatimonadota_NA_NA
ASV_677;ASV_677_Proteobacteria_Woeseiaceae_JTB255 marine benthic group
ASV_678;ASV_678_Acidobacteriota_NA_NA
ASV_679;ASV_679_Chloroflexi_NA_NA
ASV_680;ASV_680_Myxococcota_NA_NA
ASV_681;ASV_681_Proteobacteria_NA_NA
ASV_682;ASV_682_Gemmatimonadota_NA_NA
ASV_683;ASV_683_Chloroflexi_NA_NA
ASV_684;ASV_684_Proteobacteria_Alteromonadaceae_Alteromonas
ASV_685;ASV_685_Proteobacteria_Nitrosococcaceae_AqS1
ASV_686;ASV_686_Chloroflexi_NA_NA
ASV_687;ASV_687_Myxococcota_NA_NA
ASV_688;ASV_688_Proteobacteria_NA_NA
ASV_689;ASV_689_Proteobacteria_Rhodobacteraceae_Albidovulum
ASV_690;ASV_690_Proteobacteria_NA_NA
ASV_691;ASV_691_Gemmatimonadota_NA_NA
ASV_692;ASV_692_NA_NA_NA
ASV_693;ASV_693_Chloroflexi_NA_NA
ASV_694;ASV_694_Proteobacteria_NA_NA
ASV_695;ASV_695_Dadabacteria_NA_NA
ASV_696;ASV_696_Chloroflexi_NA_NA
ASV_697;ASV_697_Proteobacteria_Mitochondria_NA
ASV_698;ASV_698_PAUC34f_NA_NA
ASV_699;ASV_699_Firmicutes_Mycoplasmataceae_Mycoplasma
ASV_700;ASV_700_Acidobacteriota_NA_NA
ASV_701;ASV_701_Chloroflexi_NA_NA
ASV_702;ASV_702_Proteobacteria_Nitrosococcaceae_AqS1
ASV_703;ASV_703_Proteobacteria_Clade II_NA
ASV_704;ASV_704_Actinobacteriota_NA_NA
ASV_705;ASV_705_Chloroflexi_NA_NA
ASV_706;ASV_706_Chloroflexi_NA_NA
ASV_707;ASV_707_Entotheonellaeota_Entotheonellaceae_NA
ASV_708;ASV_708_Chloroflexi_A4b_NA
ASV_709;ASV_709_Proteobacteria_NA_NA
ASV_710;ASV_710_Verrucomicrobiota_Puniceicoccaceae_Cerasicoccus
ASV_711;ASV_711_Nitrospinota_NA_NA
ASV_712;ASV_712_Myxococcota_NA_NA
ASV_713;ASV_713_Proteobacteria_Nitrosococcaceae_NA
ASV_714;ASV_714_Chloroflexi_NA_NA
ASV_715;ASV_715_Acidobacteriota_NA_NA
ASV_716;ASV_716_NA_NA_NA
ASV_717;ASV_717_Proteobacteria_NA_NA
ASV_718;ASV_718_Chloroflexi_NA_NA
ASV_719;ASV_719_Proteobacteria_KI89A clade_NA
ASV_720;ASV_720_Actinobacteriota_Microtrichaceae_Sva0996 marine group
ASV_721;ASV_721_Proteobacteria_NA_NA
ASV_722;ASV_722_PAUC34f_NA_NA
ASV_723;ASV_723_Chloroflexi_NA_NA
ASV_724;ASV_724_Actinobacteriota_Microtrichaceae_Sva0996 marine group
ASV_725;ASV_725_Planctomycetota_Phycisphaeraceae_FS140-16B-02 marine group
ASV_726;ASV_726_Actinobacteriota_Microtrichaceae_Sva0996 marine group
ASV_727;ASV_727_Proteobacteria_Nitrosococcaceae_NA
ASV_728;ASV_728_Chloroflexi_NA_NA
ASV_729;ASV_729_Proteobacteria_Mitochondria_NA
ASV_730;ASV_730_Chloroflexi_NA_NA
ASV_731;ASV_731_Chloroflexi_NA_NA
ASV_732;ASV_732_Chloroflexi_NA_NA
ASV_733;ASV_733_Chloroflexi_Caldilineaceae_NA
ASV_734;ASV_734_Chloroflexi_NA_NA
ASV_735;ASV_735_Chloroflexi_Anaerolineaceae_NA
ASV_736;ASV_736_Chloroflexi_NA_NA
ASV_737;ASV_737_Chloroflexi_NA_NA
ASV_738;ASV_738_Bdellovibrionota_Bdellovibrionaceae_Bdellovibrio
ASV_739;ASV_739_Planctomycetota_Pirellulaceae_Rhodopirellula
ASV_740;ASV_740_NA_NA_NA
ASV_741;ASV_741_Proteobacteria_Vibrionaceae_Vibrio
ASV_742;ASV_742_Proteobacteria_Pseudoalteromonadaceae_Algicola
ASV_743;ASV_743_Spirochaetota_Spirochaetaceae_Spirochaeta
ASV_744;ASV_744_Proteobacteria_NA_NA
ASV_745;ASV_745_Actinobacteriota_Mycobacteriaceae_Mycobacterium
ASV_746;ASV_746_Chloroflexi_NA_NA
ASV_747;ASV_747_Chloroflexi_NA_NA
ASV_748;ASV_748_PAUC34f_NA_NA
ASV_749;ASV_749_Crenarchaeota_Nitrosopumilaceae_Candidatus Nitrosopumilus
ASV_750;ASV_750_NB1-j_NA_NA
ASV_751;ASV_751_Actinobacteriota_NA_NA
ASV_752;ASV_752_Acidobacteriota_NA_NA
ASV_753;ASV_753_Proteobacteria_NA_NA
ASV_754;ASV_754_Bacteroidota_Rhodothermaceae_NA
ASV_755;ASV_755_Acidobacteriota_NA_NA
ASV_756;ASV_756_Schekmanbacteria_NA_NA
ASV_757;ASV_757_Proteobacteria_NA_NA
ASV_758;ASV_758_Crenarchaeota_Nitrosopumilaceae_Candidatus Nitrosopumilus
ASV_759;ASV_759_Gemmatimonadota_NA_NA
ASV_760;ASV_760_NB1-j_NA_NA
ASV_761;ASV_761_Chloroflexi_A4b_NA
ASV_762;ASV_762_Proteobacteria_KI89A clade_NA
ASV_763;ASV_763_Acidobacteriota_NA_NA
ASV_764;ASV_764_Actinobacteriota_NA_NA
ASV_765;ASV_765_PAUC34f_NA_NA
ASV_766;ASV_766_Chloroflexi_NA_NA
ASV_767;ASV_767_Acidobacteriota_NA_NA
ASV_768;ASV_768_Planctomycetota_Phycisphaeraceae_CL500-3
ASV_769;ASV_769_PAUC34f_NA_NA
ASV_770;ASV_770_Chloroflexi_NA_NA
ASV_771;ASV_771_Spirochaetota_Spirochaetaceae_Spirochaeta
ASV_772;ASV_772_Myxococcota_NA_NA
ASV_773;ASV_773_Chloroflexi_NA_NA
ASV_774;ASV_774_Nitrospirota_Nitrospiraceae_Nitrospira
ASV_775;ASV_775_Nanoarchaeota_SCGC AAA011-D5_NA
ASV_776;ASV_776_Proteobacteria_Rhodobacteraceae_NA
ASV_777;ASV_777_Chloroflexi_A4b_NA
ASV_778;ASV_778_Chloroflexi_NA_NA
ASV_779;ASV_779_Crenarchaeota_Nitrosopumilaceae_NA
ASV_780;ASV_780_Chloroflexi_NA_NA
ASV_781;ASV_781_PAUC34f_NA_NA
ASV_782;ASV_782_Proteobacteria_EF100-94H03_NA
ASV_783;ASV_783_Proteobacteria_Nitrosococcaceae_AqS1
ASV_784;ASV_784_Acidobacteriota_NA_NA
ASV_785;ASV_785_Actinobacteriota_Microtrichaceae_Sva0996 marine group
ASV_786;ASV_786_Chloroflexi_NA_NA
ASV_787;ASV_787_Spirochaetota_Spirochaetaceae_Spirochaeta
ASV_788;ASV_788_Chloroflexi_NA_NA
ASV_789;ASV_789_Proteobacteria_Mitochondria_NA
ASV_790;ASV_790_Chloroflexi_NA_NA
ASV_791;ASV_791_Actinobacteriota_NA_NA
ASV_792;ASV_792_Actinobacteriota_Microtrichaceae_Sva0996 marine group
ASV_793;ASV_793_Crenarchaeota_Nitrosopumilaceae_NA
ASV_794;ASV_794_Proteobacteria_NA_NA
ASV_795;ASV_795_Proteobacteria_NA_NA
ASV_796;ASV_796_Acidobacteriota_NA_NA
ASV_797;ASV_797_Proteobacteria_Colwelliaceae_Thalassotalea
ASV_798;ASV_798_Chloroflexi_NA_NA
ASV_799;ASV_799_Spirochaetota_Spirochaetaceae_Spirochaeta
ASV_800;ASV_800_Acidobacteriota_NA_NA
ASV_801;ASV_801_Proteobacteria_NA_NA
ASV_802;ASV_802_Chloroflexi_NA_NA
ASV_803;ASV_803_NA_NA_NA
ASV_804;ASV_804_Proteobacteria_Rhodobacteraceae_Albidovulum
ASV_805;ASV_805_Myxococcota_NA_NA
ASV_806;ASV_806_Chloroflexi_NA_NA
ASV_807;ASV_807_Proteobacteria_NA_NA
ASV_808;ASV_808_Chloroflexi_NA_NA
ASV_809;ASV_809_Spirochaetota_Spirochaetaceae_Spirochaeta
ASV_810;ASV_810_Chloroflexi_NA_NA
ASV_811;ASV_811_Myxococcota_NA_NA
ASV_812;ASV_812_SAR324 clade(Marine group B)_NA_NA
ASV_813;ASV_813_Chloroflexi_NA_NA
ASV_814;ASV_814_Myxococcota_NA_NA
ASV_815;ASV_815_Spirochaetota_Leptospiraceae_NA
ASV_816;ASV_816_Crenarchaeota_Nitrosopumilaceae_NA
ASV_817;ASV_817_Acidobacteriota_NA_NA
ASV_818;ASV_818_Planctomycetota_Pirellulaceae_Rhodopirellula
ASV_819;ASV_819_Chloroflexi_NA_NA
ASV_820;ASV_820_Chloroflexi_NA_NA
ASV_821;ASV_821_Gemmatimonadota_NA_NA
ASV_822;ASV_822_Chloroflexi_NA_NA
ASV_823;ASV_823_Chloroflexi_NA_NA
ASV_824;ASV_824_Schekmanbacteria_NA_NA
ASV_825;ASV_825_Proteobacteria_KI89A clade_NA
ASV_826;ASV_826_PAUC34f_NA_NA
ASV_827;ASV_827_Chloroflexi_NA_NA
ASV_828;ASV_828_Verrucomicrobiota_NA_NA
ASV_829;ASV_829_Proteobacteria_NA_NA
ASV_830;ASV_830_SAR324 clade(Marine group B)_NA_NA
ASV_831;ASV_831_Cyanobacteria_Cyanobiaceae_Prochlorococcus MIT9313
ASV_832;ASV_832_Crenarchaeota_Nitrosopumilaceae_Cenarchaeum
ASV_833;ASV_833_Nitrospirota_Nitrospiraceae_Nitrospira
ASV_834;ASV_834_Gemmatimonadota_NA_NA
ASV_835;ASV_835_Chloroflexi_NA_NA
ASV_836;ASV_836_Proteobacteria_NA_NA
ASV_837;ASV_837_Chloroflexi_NA_NA
ASV_838;ASV_838_Chloroflexi_NA_NA
ASV_839;ASV_839_Chloroflexi_NA_NA
ASV_840;ASV_840_Proteobacteria_NA_NA
ASV_841;ASV_841_Myxococcota_NA_NA
ASV_842;ASV_842_SAR324 clade(Marine group B)_NA_NA
ASV_843;ASV_843_Acidobacteriota_NA_NA
ASV_844;ASV_844_Planctomycetota_Pirellulaceae_NA
ASV_845;ASV_845_Chloroflexi_NA_NA
ASV_846;ASV_846_Bacteroidota_Cryomorphaceae_Owenweeksia
ASV_847;ASV_847_Chloroflexi_NA_NA
ASV_848;ASV_848_Chloroflexi_A4b_NA
ASV_849;ASV_849_Chloroflexi_NA_NA
ASV_850;ASV_850_Acidobacteriota_NA_NA
ASV_851;ASV_851_Chloroflexi_NA_NA
ASV_852;ASV_852_Acidobacteriota_NA_NA
ASV_853;ASV_853_Crenarchaeota_Nitrosopumilaceae_Candidatus Nitrosopumilus
ASV_854;ASV_854_Planctomycetota_Pirellulaceae_Blastopirellula
ASV_855;ASV_855_Chloroflexi_NA_NA
ASV_856;ASV_856_Chloroflexi_NA_NA
ASV_857;ASV_857_Entotheonellaeota_Entotheonellaceae_NA
ASV_858;ASV_858_NA_NA_NA
ASV_859;ASV_859_Chloroflexi_NA_NA
ASV_860;ASV_860_Chloroflexi_A4b_NA
ASV_861;ASV_861_Actinobacteriota_NA_NA
ASV_862;ASV_862_Nitrospirota_Nitrospiraceae_Nitrospira
ASV_863;ASV_863_Chloroflexi_NA_NA
ASV_864;ASV_864_Proteobacteria_AEGEAN-169 marine group_NA
ASV_865;ASV_865_Proteobacteria_Piscirickettsiaceae_Candidatus Endoecteinascidia
ASV_866;ASV_866_Proteobacteria_NA_NA
ASV_867;ASV_867_PAUC34f_NA_NA
ASV_868;ASV_868_Poribacteria_NA_NA
ASV_869;ASV_869_Chloroflexi_NA_NA
ASV_870;ASV_870_Chloroflexi_NA_NA
ASV_871;ASV_871_Proteobacteria_Rhodobacteraceae_Sedimentitalea
ASV_872;ASV_872_Proteobacteria_Pseudoalteromonadaceae_Pseudoalteromonas
ASV_873;ASV_873_PAUC34f_NA_NA
ASV_874;ASV_874_Acidobacteriota_NA_NA
ASV_875;ASV_875_Chloroflexi_A4b_NA
ASV_876;ASV_876_Cyanobacteria_NA_NA
ASV_877;ASV_877_Crenarchaeota_Nitrosopumilaceae_Candidatus Nitrosopumilus
ASV_878;ASV_878_Planctomycetota_Phycisphaeraceae_Urania-1B-19 marine sediment group
ASV_879;ASV_879_Proteobacteria_KI89A clade_NA
ASV_880;ASV_880_PAUC34f_NA_NA
ASV_881;ASV_881_PAUC34f_NA_NA
ASV_882;ASV_882_Proteobacteria_Kiloniellaceae_NA
ASV_883;ASV_883_Bdellovibrionota_Bdellovibrionaceae_Bdellovibrio
ASV_884;ASV_884_Proteobacteria_SAR86 clade_NA
ASV_885;ASV_885_Proteobacteria_NA_NA
ASV_886;ASV_886_Entotheonellaeota_Entotheonellaceae_NA
ASV_887;ASV_887_Verrucomicrobiota_Pedosphaeraceae_SCGC AAA164-E04
ASV_888;ASV_888_Planctomycetota_Phycisphaeraceae_FS140-16B-02 marine group
ASV_889;ASV_889_Firmicutes_NA_NA
ASV_890;ASV_890_Acidobacteriota_NA_NA
ASV_891;ASV_891_Myxococcota_NA_NA
ASV_892;ASV_892_SAR324 clade(Marine group B)_NA_NA
ASV_893;ASV_893_Chloroflexi_NA_NA
ASV_894;ASV_894_Dadabacteria_NA_NA
ASV_895;ASV_895_Proteobacteria_KI89A clade_NA
ASV_896;ASV_896_Bacteroidota_Cyclobacteriaceae_Fulvitalea
ASV_897;ASV_897_Acidobacteriota_NA_NA
ASV_898;ASV_898_Myxococcota_Myxococcaceae_P3OB-42
ASV_899;ASV_899_Chloroflexi_NA_NA
ASV_900;ASV_900_Chloroflexi_NA_NA
ASV_901;ASV_901_Proteobacteria_NA_NA
ASV_902;ASV_902_Chloroflexi_NA_NA
ASV_903;ASV_903_PAUC34f_NA_NA
ASV_904;ASV_904_Thermoplasmatota_NA_NA
