#NAME;Peak_366_151.03313_60.77_n.a.;Peak_1606_241.99908_60.98_n.a.;Peak_1601_218.98167_61.22_n.a.;Peak_1604_182.95986_61.23_n.a.;Peak_1613_169.98359_67.8_n.a.;Peak_1614_162.01821_67.68_n.a.;Peak_1625_Hydroxyphenylglycine ?;Peak_380_143.07916_69.46_n.a.;Peak_1624_Methylated aminoacid derivative;Peak_1632_179.00245_69.58_n.a.;Peak_1640_140.03628_69.5_n.a.;Peak_1645_Methyl-isoleucine ?;Peak_1668_184.0651_69.63_n.a.;Peak_1619_Hydroxyphenylglycine ?;Peak_1626_Alanylproline;Peak_1634_162.11089_69.35_n.a.;Peak_1638_Cyclo-(Pro-Gly) ?;Peak_1659_144.09935_70.83_n.a.;Peak_1660_190.10454_70.07_n.a.;Peak_1648_176.12525_71.18_n.a.;Peak_1649_200.11988_71.6_n.a.;Peak_1653_212.10215_71.84_n.a.;Peak_1679_Cysteinyl-Glycine ?;Peak_1680_170.11511_71.61_n.a.;Peak_1698_174.11287_71.3_n.a.;Peak_1664_185.08854_71.26_n.a.;Peak_1666_204.12147_71.58_n.a.;Peak_1654_199.10465_72.11_n.a.;Peak_1713_201.08432_75.17_n.a.;Peak_402_Glycyl-Lysine (Gly-Lys);Peak_1717_Rhodosamine;Peak_1716_199.10457_89.13_n.a.;Peak_1731_268.1032_89.91_n.a.;Peak_1735_154.05885_89.32_n.a.;Peak_1752_C12H21N2O3;Peak_1757_201.08427_103.37_n.a;Peak_413_254.16062_105.79_n.a.;Peak_1769_160.07509_115.28_n.a.;Peak_418_177.09981_123.6_n.a.;Peak_1779_166.08435_140.44_n.a.;Peak_1839_Xanthurenic acid;Peak_454_C5H6N2O2 Thymine ?;Peak_1849_Imidazole derivative;Peak_1850_247.14195_304.15_n.a.;Peak_503_234.99398_365.57_n.a.;Peak_513_173.10377_382.22_n.a.;Peak_553_205.07665_434.84_n.a.;Peak_1884_Aphrocallistin derivative;Peak_655_328.13833_505.28_n.a.;Peak_677_Aphrocallistin derivative;Peak_1888_Aphrocallistin;Peak_1890_Aphrocallistin;Peak_701_179.02513_565.88_n.a.;Peak_710_209.11453_575.28_n.a.;Peak_788_209.11475_663.55_n.a.;Peak_847_230.24538_748.61_n.a.;Peak_885_258.2772_838.75_n.a.;Peak_1991_Lyso-PC(C20:5);Peak_2022_Lyso-PC(C20:4)**;Peak_2025_280.26107_901.53_n.a.;Peak_912_286.3087_924.94_n.a.;Peak_916_226.2135_931.49_n.a.;Peak_2054_Lyso-PC(C16:0);Peak_2071_522.35108_967.83_n.a.;Peak_2083_482.35506_987.63_n.a.;Peak_954_278.24578_1015.91_n.a.;Peak_2100_228.22982_1015.27_n.a.;Peak_2106_Lyso-PC(O-C17:0) NO6P;Peak_2112_Palmitoleamide;Peak_2120_254.24524_1060_n.a.;Peak_2127_Lyso-PC(O-C18:0) NO6P;Peak_2126_Lyso-PC(C18:0);Peak_2131_242.2454_1074.03_n.a.;Peak_1019_165.16176_1078.78_n.a.;Peak_1021_179.17593_1078.79_n.a.;Peak_2132_280.26335_1078.77_n.a.;Peak_2147_280.26224_1092.33_n.a.;Peak_1038_268.26225_1098.97_n.a.;Peak_1039_269.26482_1099.24_n.a.;Peak_2156_280.26179_1102.9_n.a.;Peak_2169_256.26104_1118.22_n.a.;Peak_2180_256.26355_1129.93_n.a.;Peak_1059_257.26346_1131.3_n.a.;Peak_1062_681.4495_1135.36_n.a.;Peak_1063_268.26181_1137.12_n.a.;Peak_2193_593.39834_1142.55_n.a.;Peak_2202_549.37115_1145.7_n.a.;Peak_2203_505.34513_1148.11_n.a.;Peak_1083_248.24319_1149.83_n.a.;Peak_2213_563.55152_1150.38_n.a.;Peak_1096_212.1974_1150.74_n.a.;Peak_1101_283.2835_1150.83_n.a.;Peak_1104_285.28632_1151_n.a.;Peak_2225_Oleamide;Peak_2232_270.27801_1167.37_n.a.;Peak_1122_308.2922_1174.1_n.a.;Peak_2244_270.27745_1183.18_n.a.;Peak_1142_694.44723_1198.07_n.a.;Peak_1147_296.29296_1199.34_n.a.;Peak_1149_297.29503_1199.71_n.a.;Peak_1214_284.29457_1233.12_n.a.;Peak_1221_837.58678_1236.88_n.a.;Peak_1223_793.56_1240.39_n.a.;Peak_1233_749.53318_1243.69_n.a.;Peak_2323_310.31029_1243.8_n.a.;Peak_1245_705.50761_1246.95_n.a.;Peak_1248_661.48128_1250.2_n.a.;Peak_1255_617.45706_1253.47_n.a.;Peak_1257_573.42982_1256.36_n.a.;Peak_2336_310.30884_1256.43_n.a.;Peak_2343_529.40283_1259.39_n.a.;Peak_2348_485.37577_1262.03_n.a.;Peak_1397_598.8996_1305.8_n.a.;Peak_1477_821.591_1327.95_n.a.;Peak_1484_777.56465_1330.88_n.a.;Peak_1485_778.56682_1330.9_n.a.;Peak_1489_733.54019_1333.77_n.a.;Peak_2505_689.51418_1336.65_n.a.;Peak_1494_640.53264_1339.57_n.a.;Peak_2519_645.48851_1339.54_n.a.;Peak_2518_646.49167_1340.12_n.a.;Peak_2524_601.46238_1342.59_n.a.;Peak_1498_557.43608_1345.13_n.a.;Peak_2539_513.40891_1347.58_n.a.;Peak_1499_469.38106_1349.61_n.a.
CAO_444;-0.038138556;0.194026337;0.098777927;0.314179673;0.3867268;1.06815913;-0.79051003;0.49308024;-1.34576689;1.31850936;0.91651303;0.50909027;-1.09781686;0.1605899;-0.1227315;0.324064942;-0.72142337;1.10547833;0.582162157;0.007186051;-0.08835113;0.182260001;-0.97470006;0.954307369;0.2199177;-1.72253929;-0.61833667;-0.021115924;-0.85621949;1.237938;0.2844985;-0.44191528;0.23361912;-0.570022;-0.004587076;-0.6117911;-0.3797682;-0.553701;-0.495066572;-0.16394344;-0.67558073;0.7924382;1.09837846;0.81902811;-0.6093922;0.169166634;0.0691762;-0.693578691;-0.50469158;-0.78402685;-0.9318432;-1.01266252;0.04423432;-0.441856879;-0.189385823;-0.58506014;-0.195637935;1.50056185;1.55327552;-0.28813295;-0.020637153;0.06002554;0.9618907;1.21108499;1.35526068;0.308536368;0.324883504;0.5558124;0.105995607;0.300952256;0.5073256;0.758783415;0.24313649;0.05711227;0.478304589;0.2524982;0.038363666;0.29961204;0.08961939;0.161163289;0.24759586;0.219163492;0.15972556;0.18416712;0.20609845;0.17709542;0.23185118;0.01462818;-0.054523793;0.119156937;0.253951577;0.440235734;0.359940965;0.221076283;0.16063414;0.11162666;0.127755123;-0.0074847;0.020395316;0.138681027;-0.077071001;0.300329449;0.23491416;0.394159892;-0.213704565;0.3005583;0.272792872;0.27810323;0.29208577;-0.22375968;0.20987722;0.362359807;0.211705467;0.081930118;0.12561881;0.029973091;0.290500616;0.167358027;0.308986405;0.313275602;0.26912989;0.257653069;0.21659028;0.266032129;0.30426087
CAO_445;0.167891551;0.005287136;0.011849698;0.242542454;0.20607192;0.87611238;-0.83478274;-0.09429915;-1.3917851;1.30225509;0.83012836;0.27279231;-1.15281157;-0.1950152;-0.857425897;-0.033824231;-1.11821525;0.90261653;0.120264858;-0.464435972;-0.74358165;-1.498835774;-1.01309717;0.539485538;-0.39586182;-0.97163185;-0.61527437;-0.32008945;-0.89931653;-0.9383628;-0.04542011;0.10227042;-0.04342904;-0.61634628;-1.839254853;-0.6540878;-1.6028044;-0.5952818;-0.537408581;-0.50656009;-0.71415607;-1.086812;0.59029349;-0.54691628;-0.650763;-0.448343951;-0.41598078;-0.734284902;-0.54804419;-0.82256043;-0.9680538;-1.04918211;-0.73932211;0.425880121;0.44394919;-0.01110384;0.161076441;1.38706948;1.38801618;-0.41941495;0.542274115;0.15861168;0.6269685;1.1767736;1.03874424;0.456839653;0.36949938;0.6391749;0.308666009;0.240981657;-0.762432;0.376951511;0.36469858;0.50271803;0.452884972;0.53827828;0.199194708;0.38819273;0.24635898;0.164047115;0.3516028;0.411909253;0.23772938;-0.10676714;0.61579602;0.106820574;-0.05541545;0.13647108;0.59856137;0.348820763;0.326875845;0.436611109;0.203862876;0.167178399;0.32849698;0.14012297;0.324467883;0.24881783;0.161851246;0.212173877;-0.087702982;-0.080171732;0.08584753;0.070345974;-0.104409517;-0.0349252;0.212449393;0.12790479;-0.04601694;-0.31074185;0.11870358;0.004315768;0.021366182;-0.893187776;-0.044427498;-0.193830086;-0.077833945;-0.137407891;-0.159311618;-0.093680411;0.07243128;-0.113767562;-0.07431826;0.014641379;-0.22610259
CAO_447;-0.228045599;0.291815237;0.327526979;0.655788177;0.86255597;0.66979082;-0.87036312;0.38739695;0.29449032;-0.26445824;0.57463364;-2.00503333;0.45777716;-1.30772054;-0.514453256;-0.616330179;0.66084831;-0.11391738;0.078668393;-0.237271229;-0.03953406;1.068056253;-1.04395536;-2.327371686;0.08858437;0.38297722;0.71567888;0.96244313;0.61787422;2.1702171;0.25599177;0.20270828;-0.49436223;1.19963297;-1.874349028;1.5481011;0.2426122;0.8443069;-0.571435375;0.3046095;0.76142735;-1.1187848;-0.69512393;-0.10098725;1.5946302;0.39376463;0.16307075;1.901662377;1.80201324;1.86070373;1.9463687;2.06907098;0.15607219;0.519424823;0.390895457;-0.04820486;0.196265228;1.12290158;0.9468533;-0.50242776;0.744473927;0.13500811;1.06648285;0.87207908;0.03377763;0.308849317;0.102688344;-1.5718791;-0.042820088;0.334822392;-0.7968886;1.039614024;0.1579945;0.12801734;0.334839372;0.20169556;0.268853157;0.20523209;0.1821276;0.024813002;0.24708258;0.224280252;0.15552829;-0.71724303;0.18884408;0.028563795;0.01554142;-0.15134589;0.270991286;0.216403391;0.17305152;0.106042327;-0.216203925;0.323183752;0.12121449;0.06503794;0.234896842;0.11359011;0.257364774;0.108151004;0.251781181;0.004032666;0.10528712;0.154226633;0.268242443;0.19828165;-0.191500375;0.02504617;0.13931325;0.21242892;0.16018565;0.048171453;0.007423142;0.151474996;-0.02455199;-0.124184474;-0.02400158;-0.094608105;-0.187974928;-0.091612127;-0.16112972;-0.048015648;-0.07223332;-0.000268333;-0.21389695
CAO_448;-0.603081689;-0.335161258;-0.123109217;-0.271895111;0.07569136;-0.04742979;-1.12667734;2.0272004;0.23606383;-0.3010001;0.02882316;-0.32887247;0.25540582;-1.53135055;-0.524324133;-0.24126673;0.97639003;-1.84037724;-0.008940999;-0.054592223;-0.14716904;0.809104763;-1.26624381;-0.529810099;0.25230065;-0.30658943;-2.27791516;-1.360078851;1.9438531;2.3002891;0.28936809;-0.80229013;0.41378051;2.63308595;-0.101276763;2.7117035;0.1503865;2.9671474;2.303075756;0.43380869;0.95819707;0.9578232;-0.95193638;-0.4549911;2.9685761;0.503798406;0.4166192;2.624225143;3.42757599;2.83736587;2.7317691;-1.28990731;0.38849127;0.791516607;0.533840352;-0.14783408;0.246024353;0.77426052;0.78446964;-0.43800572;0.412882195;-0.57267452;1.01659154;0.58070245;0.77716615;-0.348303601;-0.579437077;-1.8093427;-0.750737913;-0.517293849;-0.1820683;1.04829711;-0.60706555;0.05891418;-0.343776789;-0.67948741;-0.752856641;-0.68850162;-0.65305772;-0.140112814;-0.88088223;-0.539164655;-0.13062978;-0.40565683;-0.55052171;-0.97389197;-0.57771299;-0.52308994;-0.914962554;-0.678216408;-0.935607328;-0.578885818;-0.773937091;-0.210661337;-0.69938826;-0.66907852;-0.691912449;0.03819418;-0.86097264;-1.00932938;-0.479605416;-0.407128376;-0.39931614;-0.378865978;-0.27142712;-0.41923126;-0.722428866;-0.56126612;-0.49155422;-0.20306758;-0.46268755;-0.471809291;-0.246914026;-0.635092268;-0.538903442;-0.651135683;-0.577369569;-0.5799016;-0.254386205;-0.672053107;-0.56546108;-0.703100581;-0.65320527;-0.559968213;-0.55808007
CAO_449;-0.104291076;0.298654422;0.274156972;0.169759779;0.52701517;0.69739612;-0.89972122;0.27929334;0.33001209;-0.07780648;0.47236087;-2.036617;0.31096291;0.81050388;-0.517588875;-1.389541944;0.64786506;1.18925787;-0.632440708;-0.584121207;0.14283561;1.127434051;-1.06941697;-1.448398386;0.10878574;-0.10726169;0.49366465;0.835236059;0.76400991;2.1846588;0.04237609;-0.52887761;0.0561193;1.33456381;-0.43582216;1.6517719;0.3854642;1.0678811;-0.599510024;1.14495749;1.15123708;-0.1512861;-0.72454255;-1.40053165;1.5389893;0.617319908;0.53892742;1.970371158;1.9182913;-0.87907591;2.0868507;2.20176312;0.58229681;0.196404131;0.300660636;1.66023968;1.305077389;1.0616124;0.89908073;0.87587289;1.341088435;-0.24897576;1.77461759;1.34581549;0.66815952;-0.018882835;-0.074444334;-1.5990783;0.042465941;-0.022727667;0.5822268;1.544011562;0.127185;-0.26750036;0.013150325;-0.13549864;0.292487623;-0.01334448;-0.08567695;0.196082774;0.13791311;0.10864522;0.08461417;-0.17570537;0.09669581;0.014555835;-0.04705358;-0.09047429;0.014299027;0.139580087;-0.252782003;-0.316937019;-0.366357429;0.249363413;0.02369457;-0.05852771;0.025718418;0.33036243;-0.074869956;0.117756926;0.304137194;0.079117195;0.11186574;0.00860835;0.303212807;-0.38214708;-0.200242934;-0.01840305;-0.12517898;0.64543003;-0.19829247;0.064769477;-0.143375163;-0.074750689;-0.147603072;-0.116091205;-0.040625021;-0.077079944;-0.114073239;-0.090121919;-0.16263326;-0.1564327;-0.12941357;-0.139184077;-0.25875999
CAO_450;0.434429951;0.486152621;0.647162513;0.486349742;0.86256979;0.85447569;-0.79495682;0.21690102;0.490958;-0.06631733;0.50694607;-0.47721794;0.62617822;0.78033975;0.191161259;-0.431618477;1.43538201;-0.38794635;0.894825436;0.900827625;0.63598652;1.09861534;1.3325458;-0.881622515;0.5629011;2.08795664;1.00120818;2.207558086;0.79143312;2.4366656;1.61015206;1.67717361;-0.16186033;1.36192748;0.590953317;1.6157346;0.9793777;0.4261802;-0.499319548;-0.47934463;1.14232784;-1.0510222;0.9692665;0.36808088;1.6256134;0.67419509;0.57518174;1.666812366;1.79927306;2.04439175;2.0951929;2.22208416;0.87024539;-0.152022084;0.185105848;-0.7809963;-0.486552659;1.49223193;1.29599602;0.24714218;-1.631412582;-0.3709504;0.32830162;0.21191667;0.46536159;-0.158402755;-0.306512581;-1.5020176;-0.292168151;-0.185478213;-0.7238638;1.609730839;-0.25113096;-0.18833662;-0.752816083;-0.3327496;-0.03887752;-0.45293325;-0.24288437;0.003795158;-0.0776493;-0.177940197;0.03782174;0.72113189;-0.40288181;0.502066918;0.40405464;0.50542426;-0.262495986;-0.309938269;-0.290610498;-0.4510961;-0.276579165;0.014157789;-0.26536036;-0.57884705;-0.276539276;0.18052442;-0.220177877;-0.509042044;0.180932395;0.556513197;0.48343631;0.415047969;0.277648943;0.45962058;0.422626996;0.43346373;0.54885728;0.29569449;0.4263504;0.599895584;0.066878128;0.561785367;0.492363263;0.347616125;0.471002352;0.470225694;0.207709718;0.383040802;0.47062452;0.406095556;0.33792038;0.363658341;0.42894974
CAO_451;-0.72086313;-0.544350343;-0.831286384;-0.667095235;0.36795714;-1.75237468;-1.12497192;1.88224247;0.07473633;-0.02978642;-1.90999725;-0.14425376;-0.57357849;-1.52986357;-0.534142176;0.010676464;0.89271947;-1.83846693;-0.43766479;0.105907919;-2.43675483;0.587951434;-1.26476486;-0.589589691;0.38587872;0.14008685;-0.26606493;-1.358437958;1.96846085;1.6219456;-1.75986135;-1.79189743;0.02907275;2.51240999;-2.125425728;2.7369997;-1.8915085;3.1748046;2.458436901;0.12579589;0.73967585;1.0755396;-0.95022798;-0.24737452;2.9816004;0.451799253;0.2723501;2.662723921;3.15217592;2.87663547;2.7809462;-1.2885013;0.68464901;-0.376224648;-0.63495162;-0.5698575;-0.083257604;-0.13234681;-0.36858309;-0.59296938;0.514331724;-0.5368023;0.54401635;-0.73667585;0.50495821;-0.239805294;-0.666743815;-0.2730525;-0.57242954;-0.386573836;-1.0434524;0.326838079;-0.58187872;-0.74505008;-0.745837908;-0.52186248;-0.629544234;-0.50588429;-0.55304913;-0.264127286;-0.80308953;-0.527110638;-0.43431072;-0.76846423;-0.42574554;-1.220728118;-1.31626929;-0.92684359;-0.524901039;-0.50738034;-0.80745887;-0.40833291;-0.509495036;-0.287424924;-0.5568258;-0.44114755;-0.544511147;-2.346046;-0.65716053;-0.560031749;-0.505613865;-4.116405606;-1.16764114;-0.783382378;-0.447234;-0.9427003;-0.806708931;-0.97854216;-1.28190689;-0.22145955;-1.06641048;-0.728307723;-0.876572498;-0.76041773;-0.812166048;-0.987986742;-0.939195264;-0.883681563;-0.637920818;-1.031977746;-0.97822334;-1.05470028;-1.10539665;-0.956105004;-0.94887738
CAO_452;-0.711486557;-0.302616387;-0.34724421;-0.073092368;0.17139388;0.99046168;-1.08495055;0.91722279;-0.14178595;-0.91509116;0.99284177;-0.97726014;0.11215302;-0.09968501;-0.690075428;-0.494490181;0.12775516;-1.79363759;-0.468367735;-0.577778631;0.5680653;0.250211467;1.4528234;-0.743334597;-0.22531868;0.01596771;-0.26561421;-0.151882506;1.58565319;1.3544566;-0.70721426;-0.61183532;0.25161859;1.77121174;0.271933492;2.3215921;0.1617203;2.2654588;-0.776590489;0.11602575;2.74193397;0.2470313;-0.9101348;-1.58682232;2.3156677;0.677264913;0.52583588;2.39835545;2.00192249;2.63339098;2.49018;2.61451571;0.67704194;0.066831397;0.280569364;1.3150761;1.305967947;0.64750678;0.72297392;-0.44202227;1.412420306;-0.3878423;0.19199848;-0.27358055;0.35521949;-0.0606129;-0.407387941;-0.555968;-0.408360545;-0.157457209;-1.0046962;0.80653557;-0.35822979;-0.39426843;-0.405897498;-0.40382329;-0.101885401;-0.3178095;-0.42663786;0.298679011;-0.64739636;-0.164738517;-0.04822275;-0.41669703;-0.28837371;-0.462533302;-0.52425174;-0.58120795;-0.440339453;-0.110286945;-0.557347443;-0.174144245;-0.445192949;-0.00125966;-0.3824604;-0.26730546;-0.184586031;-0.49729522;-0.447697967;-0.355209552;0.016136954;-0.31999223;-0.48018816;-0.529932972;0.227572143;-0.52261539;-0.594604996;-0.39969847;-0.57904354;0.325119;-0.44048677;-0.598167942;-0.371772265;-1.040444722;-0.624961544;-0.739222972;-0.639379255;-0.676379134;-0.788266263;-0.651630924;-0.6572094;-0.68028639;-0.66908215;-0.592965981;-0.57757963
CAO_454;-1.000823017;-0.797340521;-0.866046238;-1.108503905;-0.31667397;-1.98355025;-1.36001014;1.83753566;0.01199254;-0.17548699;-0.19733041;-0.36699427;-0.26227423;-1.73451795;-0.71152896;-0.105323848;0.72022775;-2.10174602;-0.477825142;-0.412870365;-0.40582753;-0.633805645;0.64919025;-0.783235691;0.39508532;-0.41216976;-1.13124147;-1.584293931;2.28740867;-1.391366;0.32860964;-0.3820072;0.06230618;3.0047063;-0.214539062;2.9499693;0.3378208;3.4036421;-1.039143856;-0.03441322;2.64996266;1.1852311;-1.18558287;-1.86304349;3.1934852;0.317909647;0.09109284;2.760319693;-1.0619598;2.95899498;2.6889183;2.88278505;0.674419;-0.785007569;-0.731389486;-0.05707727;0.005619099;-0.72903411;-0.48516969;-0.64681112;0.458526731;-1.32922568;0.59632903;-0.88736131;0.8681672;-1.776109634;-1.460914056;-2.0255033;-1.404249533;-1.267395031;-1.2710502;0.139030599;-1.53132589;-1.51567554;-1.092408028;-1.30737289;-1.167536705;-1.47563886;-1.51167177;-0.632904168;-1.12084847;-1.482511254;-1.00507804;-0.98026163;-1.41709752;-1.103473982;-1.40829673;-1.3310385;-1.369029604;-1.411567739;-1.398712097;-1.257991487;-1.286654432;-1.238746154;-1.45121389;-1.46928254;-1.57030453;-0.35527034;-1.307625853;-1.435551204;-1.243780345;-0.655410557;-1.20491141;-1.284523164;-0.677559344;-1.06644376;-1.184049898;-1.31948076;-1.48315074;-0.57640228;-1.39060126;-1.15345438;-0.856570717;-1.036537616;-1.185228116;-1.197048147;-1.218209481;-1.239425335;-1.384420918;-1.320924602;-1.14883685;-1.262184565;-1.18164385;-1.270968394;-1.33666247
CAO_455;0.211036199;-0.604230965;-0.614443821;-0.7005287;-0.87550702;0.9621082;-0.71147708;0.83422041;-0.1885482;-0.95661412;1.36281231;-1.15141124;0.20907791;-1.16901766;-0.011504351;-0.307653266;-0.01090783;-0.12223731;-0.787111134;-0.281850786;0.67351958;0.219743303;1.4065627;-0.774747296;-0.59646795;0.33373149;-0.31016141;0.51079234;1.20103227;-0.8318975;-1.35905931;-1.35276629;0.06317876;1.88647218;-1.717627445;2.0171215;0.4877055;1.9435778;0.810154396;-0.35423725;2.65569626;0.1034275;-0.53590283;-0.30104763;-0.5355385;-0.017878656;-0.05391368;2.184972408;-0.42729771;2.34775252;2.328943;2.48303908;0.29262063;0.182832227;-0.134000425;0.755072;0.624640428;0.3449591;0.32305253;0.31413328;0.958335554;0.33863515;0.11112691;-0.8021319;0.04121696;0.216509256;0.04923337;-1.4246761;0.202745989;-0.032094207;-0.6430204;0.488949838;0.31304475;0.24812386;0.214463934;0.24683394;0.158594122;0.08890509;0.24394469;-0.613358618;0.25798033;0.03062305;-0.07818469;0.2881894;0.20571335;0.341534947;0.36657647;0.1714767;0.31592579;0.124353117;0.197059785;0.087738351;0.555444358;-0.232934725;0.1701061;0.11685513;0.249098096;0.52631327;0.251021019;0.196702171;-0.114191415;0.372652504;0.28550006;-0.027373507;0.01430822;0.31256295;0.286227313;0.25752777;0.28195319;-0.23557757;0.27601238;-0.030709979;0.026823876;0.481256713;0.194308008;0.255353444;0.381690807;0.359721009;0.16240849;0.280813791;0.45548353;0.362097597;0.27431442;0.396133469;0.28085435
CAO_580;0.169507962;-0.09393022;0.066207188;0.201617204;0.77797526;0.52037264;-0.80208811;1.0001821;-1.35780145;0.2278958;0.35681271;0.50817268;-1.11219892;-1.24812232;-0.816891628;0.279492731;-0.32087347;0.82823136;0.104724172;-0.096552345;-0.09010509;-1.465602739;-0.98474159;0.797345039;-0.09187559;-0.77537698;-0.18585907;-0.005205477;-0.21663644;-0.9101347;-1.44691072;-0.23493916;0.03523251;-0.58213668;-0.27374405;1.1538857;-0.6841946;0.1980303;-0.506139972;-0.1268843;-0.6856689;0.4971792;-0.62670625;0.17970142;1.2366662;0.403511956;0.25072907;1.777214016;1.56030828;1.15382867;1.5338985;1.66844456;0.32330559;0.472246676;0.71467462;0.27539572;0.409109676;0.91160391;0.88714577;0.01607947;0.704023379;0.27529842;0.53295454;0.27749324;-0.13442945;0.447519575;0.334922704;-1.5086245;0.127816795;0.140992669;-0.7307699;0.967970348;0.14036038;0.29530346;0.25943484;0.30511356;0.240604878;0.28635166;0.24603075;-0.038287334;0.25933131;0.302975424;0.17553813;0.34166425;0.08405038;0.240258572;0.05789202;0.31925568;0.165293364;0.330445308;0.219880034;0.500908109;0.212132043;0.168812324;0.31880205;0.17098303;0.192918271;0.47974612;0.203960568;0.39523253;0.135773235;0.286266432;0.32126605;-0.127070276;0.050496064;0.30903988;0.230572136;0.37211402;0.2871434;-0.06306372;0.14028781;0.18204973;0.331676678;0.041962398;0.267871758;0.147626906;0.332735015;0.227420915;0.231075707;0.179424935;0.17176599;0.139115913;0.25722704;0.21308023;0.16186545
CAO_581;-0.12996185;0.026546438;-0.168961559;0.048811089;0.54737378;-1.57618174;-0.94583754;1.51088763;0.23596456;0.01014565;0.21285683;-0.33887891;-0.06383218;0.80740541;-0.432931756;-0.399086255;0.8875908;-0.23931378;0.061316936;0.029646231;-0.1683065;0.643739514;-1.10941229;-0.13798578;0.51878926;0.3082796;0.43654653;-1.185997774;1.58000391;1.9812598;-1.58626497;-1.60168717;0.15119878;1.83149193;-0.24169637;2.4132933;-0.1926262;2.9014088;2.070070302;-0.73620641;-0.81091659;0.8893066;-0.77075267;-0.04283144;2.8334506;0.553196993;0.44356847;2.503790685;2.27996217;2.73577583;2.5716561;2.71171923;0.73716001;-0.640582326;-0.731166046;-0.18567262;-0.091304968;0.66299503;0.76747972;-0.82054942;0.229529194;-0.48529053;0.40104543;-0.31867707;0.24383509;-0.973452296;-0.452031801;-1.6418034;-0.325000457;-0.680602596;-0.869979;0.828496598;-0.40843147;-0.40337354;-0.112208374;-0.50301666;-0.350485398;-0.3120308;-0.25017783;-0.054991851;-0.4456099;-0.424418684;-0.04594281;-0.58353399;-0.21865368;-0.435496718;-0.16575253;-0.46130725;-0.27924413;-0.825119725;-0.296871654;-0.250806056;-0.203444863;-0.160672895;-0.32677708;-0.43571717;-0.559246134;-0.15546364;-0.558266878;-0.352322791;-0.263716825;-0.080424913;-0.68815671;-0.386377509;-0.143215378;-0.44815292;-0.551388977;-0.30837737;-0.3449428;-0.26677293;-0.45712824;-0.504481383;-0.30665127;-0.118639411;-0.278135113;-0.25537465;-0.313731964;-0.302828212;-0.267891242;-0.403810054;-0.24370859;-0.359557691;-0.44058749;-0.410991204;-0.35689908
CAO_582;-0.676615029;-0.406561419;-0.428978197;-0.248883358;0.2700896;0.46490214;-0.99930698;1.23262532;0.13814612;-0.29507483;-0.11670887;-0.83032284;0.26902482;-1.42025145;-0.000395479;-0.31155036;0.56233224;-1.69770562;0.061444981;-0.083984709;-0.31441082;0.637383688;-0.01208573;-1.15679269;0.24518074;0.03105944;0.62172112;-1.237483018;1.5037615;2.071264;-1.6380909;0.33304402;-0.05671366;1.76088494;-2.001519097;2.2194334;-0.1563274;2.7013779;1.854480334;-0.63090266;1.45458025;0.884911;-0.12854769;0.1437453;2.1729181;0.04398466;0.06561602;2.324324551;2.91357845;2.61444483;2.4609248;2.5928888;0.3771423;-0.429138791;-0.196999797;-0.09676968;0.217568111;0.61633636;0.78630378;-0.05327752;0.620649354;0.14039211;0.34521045;-0.49375647;0.13114284;-0.709027899;0.177903723;-1.6913406;0.054991021;0.295825192;-0.9217591;0.864823726;0.12685966;-0.1594695;0.178147161;0.10711644;-0.200762236;0.14132555;0.17469575;0.010227096;0.18715861;0.096195427;0.06458352;-0.14727708;0.26685701;-0.452884945;-0.28682541;-0.11045971;-0.261893827;0.138797796;-0.385695972;-0.24920227;-0.17979334;-0.170761927;0.10877395;-0.12717116;0.084969142;0.26218242;0.013279156;0.096515799;-0.038737427;0.006783477;-0.11083197;-0.181641319;-0.197981522;-0.12029243;-0.00234091;-0.21020222;-0.13372239;-0.21465252;-0.06527802;-0.165503178;0.048239517;-0.290569203;-0.147545916;-0.273795974;-0.155617217;-0.187671062;-0.112137812;-0.232540211;-0.20726628;-0.196730881;-0.22997473;-0.167725749;-0.33805363
