row id;Exact mass;m/z;rt;Metaboscape annotation;Putative annotation;Metaboanalyst name (#_mz_rt);VIP_class;VIP_zone_demospongiae;VIP_zone_Hexactinellida;CSI:FingerIDScore;molecularFormulaSIRIUS;nameSIRIUS;linksSIRIUS
823;440.33758;221.17607;703.2;;;823_221.17607_703.2;;;;;;;
824;213.07893;214.08621;703.94;;;824_214.08621_703.94;;;;;;;
825;155.12893;156.1362;706.11;;;825_156.1362_706.11;;0.00311;1.9694;;;;
826;172.14353;173.15081;707.06;;;826_173.15081_707.06;;;;;;;
828;1243.56718;622.79087;710.53;;;828_622.79087_710.53;;;;;;;
831;267.14516;268.15244;715.63;;;831_268.15244_715.63;;;;;;;
836;180.08808;181.09536;726.53;;;836_181.09536_726.53;;0.27024;2.0228;;;;
837;287.28048;288.28775;728.61;;;837_288.28775_728.61;;;;;;;
839;721.29586;722.30314;735.05;;;839_722.30314_735.05;;;;;;;
840;213.24225;214.24953;738.82;;;840_214.24953_738.82;;;;;;;
848;482.18692;483.1942;755.11;;;848_483.1942_755.11;;;;;;;
852;1373.86125;1374.86853;768.6;;;852_1374.86853_768.6;;;;;;;
853;1373.61052;1374.6178;768.64;;;853_1374.6178_768.64;;;;;;;
854;1373.36287;1374.37015;768.65;;;854_1374.37015_768.65;;;;;;;
855;1374.11211;1375.11939;768.96;;;855_1375.11939_768.96;;;;;;;
862;158.14304;159.15032;787.84;;;862_159.15032_787.84;;;;;;;
867;183.07236;184.07964;802.1;;;867_184.07964_802.1;;;;;;;
868;158.13295;159.14022;803.94;;;868_159.14022_803.94;;;;;;;
869;210.13299;211.14027;805.12;;;869_211.14027_805.12;;0.98164;0.1213;;;;
872;169.04674;170.05401;814.57;;;872_170.05401_814.57;;;;;;;
873;249.10898;250.11626;814.59;;;873_250.11626_814.59;;;;;;;
874;414.19992;415.20719;814.69;;;874_415.20719_814.69;;;;;;;
875;227.25834;228.26562;815.73;;;875_228.26562_815.73;;;;;;;
877;185.1752;186.18248;826.42;;;877_186.18248_826.42;;;;;;;
878;868.49184;869.49912;827.66;;;878_869.49912_827.66;;;;;;;
883;543.25853;544.2658;834.67;;;883_544.2658_834.67;;;;;;;
884;258.27278;259.28005;837.32;;;884_259.28005_837.32;;;;;;;
888;880.4909;881.49818;850.75;;;888_881.49818_850.75;;;;;;;
891;336.09472;337.10199;856.15;;;891_337.10199_856.15;;0.40645;0.057441;;;;
897;544.29784;545.30511;877.59;;;897_545.30511_877.59;;;;;;;
899;1058.57143;1059.57871;886.06;;;899_1059.57871_886.06;;;;;;;
901;894.50794;895.51522;889.37;;;901_895.51522_889.37;;;;;;;
903;895.51029;896.51756;890.43;;;903_896.51756_890.43;;;;;;;
904;200.19329;201.20056;891.43;;;904_201.20056_891.43;;;;;;;
906;202.11669;203.12397;902.44;;;906_203.12397_902.44;;;;;;;
907;255.28954;256.29682;903.24;;;907_256.29682_903.24;;;;;;;
910;209.07806;210.08534;913.51;;;910_210.08534_913.51;;;;;;;
914;203.0765;204.08377;926.82;;;914_204.08377_926.82;;;;;;;
915;190.16838;191.17566;931.35;;;915_191.17566_931.35;;;;;;;
919;908.52296;909.53023;936.45;;;919_909.53023_936.45;;;;;;;
928;910.53751;911.54479;956.69;;;928_911.54479_956.69;;;;;;;
932;573.30287;574.31015;968.16;;;932_574.31015_968.16;;;;;;;
934;184.10621;185.11349;978.17;;;934_185.11349_978.17;;0.22954;0.23139;;;;
936;239.22216;240.22944;988.63;;;936_240.22944_988.63;;;;;;;
939;307.28487;308.29215;991.69;;;939_308.29215_991.69;;;;;;;
946;613.35541;614.36268;994.69;;;946_614.36268_994.69;;3.0814;0.17506;;;;
950;577.32626;578.33354;1010.41;;;950_578.33354_1010.41;;1.4475;0.44548;;;;
953;1056.56152;1057.5688;1015.74;;;953_1057.5688_1015.74;;;;;;;
957;278.24051;279.24779;1018.69;;;957_279.24779_1018.69;;0.071938;0.00847;;;;
960;239.22246;240.22973;1022.8;;;960_240.22973_1022.8;;;;;;;
964;374.23835;375.24563;1024.62;;;964_375.24563_1024.62;;;;;;;
965;256.13956;257.14683;1026.43;;;965_257.14683_1026.43;;;;;;;
966;1044.5577;1045.56498;1028.8;;;966_1045.56498_1028.8;;;;;;;
967;164.08236;165.08964;1030.71;;;967_165.08964_1030.71;;;;;;;
969;210.19479;211.20207;1032.58;;;969_211.20207_1032.58;;;;;;;
971;653.40455;654.41182;1033.07;;;971_654.41182_1033.07;;;;;;;
974;298.24824;299.25551;1035.8;;;974_299.25551_1035.8;;0.25667;0.060834;;;;
979;190.16804;191.17532;1039.53;;;979_191.17532_1039.53;;;;;;;
981;148.12274;149.13001;1044.12;;;981_149.13001_1044.12;;;;;;;
982;553.4303;554.43757;1044.22;;;982_554.43757_1044.22;;;;;;;
983;155.12868;156.13596;1044.58;;;983_156.13596_1044.58;;;;;;;
984;183.15937;184.16665;1044.62;;;984_184.16665_1044.62;;;;;;;
985;162.13814;163.14542;1044.85;;;985_163.14542_1044.85;;;;;;;
987;169.14442;170.15169;1044.91;;;987_170.15169_1044.91;;;;;;;
988;197.17393;198.18121;1045.31;;;988_198.18121_1045.31;;;;;;;
989;176.11721;177.12449;1046.6;;;989_177.12449_1046.6;;0.35443;0.67357;;;;
990;604.41239;605.41967;1046.97;;;990_605.41967_1046.97;;;;;;;
991;574.39778;575.40506;1047.44;;;991_575.40506_1047.44;;;;;;;
992;530.37356;531.38084;1048.24;;;992_531.38084_1048.24;;;;;;;
993;560.38369;561.39097;1049.69;;;993_561.39097_1049.69;;;;;;;
994;486.3464;487.35368;1052.49;;;994_487.35368_1052.49;;0.4214;1.6196;;;;
995;516.35921;517.36649;1052.76;;;995_517.36649_1052.76;;;;;;;
1000;567.44552;568.4528;1058.53;;;1000_568.4528_1058.53;;;;;;;
1001;354.27303;355.28031;1060.19;;;1001_355.28031_1060.19;;;;;;;
1004;297.23446;298.24174;1063.79;;;1004_298.24174_1063.79;;;;;;;
1005;495.36359;496.37087;1064.34;;;1005_496.37087_1064.34;;0.7878;2.2125;;;;
1007;535.36181;536.36908;1074.32;;;1007_536.36908_1074.32;;;;;;;
1009;808.57698;809.58426;1078.21;;;1009_809.58426_1078.21;;1.6021;1.3483;;;;
1014;169.14449;170.15177;1078.65;;;1014_170.15177_1078.65;;0.14434;0.44882;;;;
1015;211.18771;212.19498;1078.66;;;1015_212.19498_1078.66;;;;;;;
1017;264.23419;265.24147;1078.73;;;1017_265.24147_1078.73;;;;;;;
1020;181.14442;182.1517;1078.78;;;1020_182.1517_1078.78;;0.73697;0.043969;;;;
1030;1071.57689;1072.58416;1083.69;;;1030_1072.58416_1083.69;;;;;;;
1032;1070.57592;1071.5832;1085.15;;;1032_1071.5832_1085.15;;;;;;;
1035;795.60592;796.6132;1086.6;;;1035_796.6132_1086.6;;;;;;;
1037;250.0369;251.04418;1096.87;;;1037_251.04418_1096.87;;;;;;;
1040;896.5212;897.52847;1099.57;;;1040_897.52847_1099.57;;;;;;;
1042;1060.57763;1061.58491;1102.84;;;1042_1061.58491_1102.84;;;;;;;
1043;904.50482;905.5121;1105.69;;;1043_905.5121_1105.69;;;;;;;
1046;911.51737;912.52465;1110.72;;;1046_912.52465_1110.72;;;;;;;
1056;152.04541;153.05269;1126.32;;;1056_153.05269_1126.32;;;;;;;
1057;189.16147;190.16875;1126.56;;;1057_190.16875_1126.56;;;;;;;
1058;174.13687;175.14415;1126.58;;;1058_175.14415_1126.58;;;;;;;
1060;724.46719;725.47446;1131.55;;;1060_725.47446_1131.55;;0.017398;0.34665;;;;
1065;1046.74633;524.38044;1138.39;;;1065_524.38044_1138.39;;;;;;;
1067;190.98569;191.99296;1138.52;;;1067_191.99296_1138.52;;;;;;;
1068;631.46263;632.4699;1138.68;;;1068_632.4699_1138.68;;0.2925;0.044023;;;;
1069;188.99016;189.99744;1138.78;;;1069_189.99744_1138.78;;0.41473;0.33754;;;;
1072;794.59308;795.60036;1138.91;;;1072_795.60036_1138.91;;1.881;0.76086;;;;
1073;523.37015;524.37743;1139.95;;;1073_524.37743_1139.95;;;;;;;
1076;662.44168;663.44895;1141.68;;;1076_663.44895_1141.68;;1.1387;1.5926;;;;
1079;808.57895;809.58622;1144.83;;;1079_809.58622_1144.83;;0.14417;1.6981;;;;
1082;552.24615;553.25343;1149.83;;;1082_553.25343_1149.83;;;;;;;
1084;154.09756;155.10483;1150.23;;;1084_155.10483_1150.23;;;;;;;
1085;136.12277;137.13005;1150.32;;;1085_137.13005_1150.32;;;;;;;
1090;338.19423;339.2015;1150.51;;;1090_339.2015_1150.51;;;;;;;
1107;138.10217;139.10944;1151.53;;;1107_139.10944_1151.53;;;;;;;
1108;171.12334;172.13061;1151.59;;;1108_172.13061_1151.59;;1.0792;0.45674;;;;
1109;862.59803;863.60531;1153.17;;;1109_863.60531_1153.17;;1.4213;0.073547;;;;
1120;308.28788;309.29516;1173.97;;;1120_309.29516_1173.97;;;;;;;
1124;866.01378;867.02106;1180.36;;;1124_867.02106_1180.36;;;;;;;
1126;199.96219;200.96947;1181.27;;;1126_200.96947_1181.27;;2.2044;1.2662;;;;
1127;905.0118;906.01908;1182.26;;;1127_906.01908_1182.26;;;;;;;
1128;759.57039;760.57766;1184.06;;;1128_760.57766_1184.06;;1.442;1.0918;;;;
1132;1518.9585;760.48653;1189.27;;;1132_760.48653_1189.27;;1.0015;0.56661;;;;
1133;735.48704;736.49431;1191.46;;;1133_736.49431_1191.46;;;;;;;
1134;737.9661;738.97338;1192.04;;;1134_738.97338_1192.04;;1.086;0.53858;;;;
1135;1474.93074;738.47265;1192.06;;;1135_738.47265_1192.06;;1.1595;0.19332;;;;
1136;1469.96958;735.99207;1192.24;;;1136_735.99207_1192.24;;;;;;;
1138;1430.90896;716.46175;1195.2;;;1138_716.46175_1195.2;;0.81791;0.64207;;;;
1139;1425.94824;713.9814;1195.49;;;1139_713.9814_1195.49;;0.45808;1.137;;;;
1140;484.31169;485.31896;1195.95;;;1140_485.31896_1195.95;;0.22203;0.69178;;;;
1144;693.4404;694.44768;1198.27;;;1144_694.44768_1198.27;;;;;;;
1145;690.95845;691.96573;1198.58;;;1145_691.96573_1198.58;;;;;;;
1146;1387.88488;694.94972;1198.65;;;1146_694.94972_1198.65;;0.68151;0.15609;;;;
1150;580.35532;581.3626;1200.41;;;1150_581.3626_1200.41;;0.33653;0.78683;;;;
1152;1337.89378;669.95417;1201.25;;;1152_669.95417_1201.25;;0.83193;0.37758;;;;
1153;660.44149;661.44877;1201.26;;;1153_661.44877_1201.26;;;;;;;
1155;1343.86051;672.93753;1201.64;;;1155_672.93753_1201.64;;0.40612;0.15613;;;;
1158;1298.82885;650.4217;1204.48;;;1158_650.4217_1204.48;;0.21044;0.085184;;;;
1161;649.41413;650.4214;1204.8;;;1161_650.4214_1204.8;;;;;;;
1162;1300.83743;651.42599;1205.3;;;1162_651.42599_1205.3;;1.2606;0.65198;;;;
1163;1255.80488;628.90972;1207.14;;;1163_628.90972_1207.14;;1.1012;0.3191;;;;
1164;627.90387;628.91114;1207.39;;;1164_628.91114_1207.39;;;;;;;
1165;1250.84367;626.42911;1207.42;;;1165_626.42911_1207.42;;0.36509;0.24242;;;;
1166;1232.82363;617.41909;1207.91;;;1166_617.41909_1207.91;;;;;;;
1171;605.3897;606.39698;1210.91;;;1171_606.39698_1210.91;;;;;;;
1172;1206.8199;604.41723;1210.93;;;1172_604.41723_1210.93;;;;;;;
1173;1211.78472;606.89964;1211.1;;;1173_606.89964_1211.1;;0.1845;0.16214;;;;
1174;264.24265;265.24993;1211.56;;;1174_265.24993_1211.56;;1.321;0.84024;;;;
1176;1167.75185;584.8832;1213.93;;;1176_584.8832_1213.93;;;;;;;
1177;1162.78723;582.40089;1214.08;;;1177_582.40089_1214.08;;0.21639;0.36668;;;;
1178;580.89577;581.90305;1214.13;;;1178_581.90305_1214.13;;;;;;;
1180;1161.7889;581.90172;1214.27;;;1180_581.90172_1214.27;;0.61635;1.2153;;;;
1181;282.26735;283.27462;1214.28;;;1181_283.27462_1214.28;;1.0796;0.642;;;;
1182;896.52314;897.53042;1214.29;;;1182_897.53042_1214.29;;;;;;;
1183;572.38163;573.3889;1214.86;;;1183_573.3889_1214.86;;;;;;;
1188;1118.76582;560.39019;1217.78;;;1188_560.39019_1217.78;;;;;;;
1195;1074.73721;538.37588;1220.74;;;1195_538.37588_1220.74;;;;;;;
1201;1012.68039;507.34747;1224.05;;;1201_507.34747_1224.05;;;;;;;
1204;495.32001;496.32729;1227.05;;;1204_496.32729_1227.05;;;;;;;
1205;990.64473;496.32964;1227.37;;;1205_496.32964_1227.37;;1.453;0.30578;;;;
1206;924.63051;925.63778;1230.16;;;1206_925.63778_1230.16;;;;;;;
1207;946.61866;474.31661;1230.57;;;1207_474.31661_1230.57;;0.004268;0.73701;;;;
1208;1489.14585;745.5802;1231.78;;;1208_745.5802_1231.78;;;;;;;
1211;190.98596;191.99323;1232.84;;;1211_191.99323_1232.84;;;;;;;
1212;1134.78578;568.40017;1232.9;;;1212_568.40017_1232.9;;;;;;;
1216;747.47389;748.48117;1233.61;;;1216_748.48117_1233.61;;0.85457;0.13754;;;;
1226;503.50337;504.51065;1240.52;;;1226_504.51065_1240.52;;1.6299;0.77346;;;;
1228;239.2225;240.22978;1242.99;;;1228_240.22978_1242.99;;;;;;;
1230;749.52848;750.53575;1243.59;;;1230_750.53575_1243.59;;0.13528;0.47392;;;;
1231;293.27689;294.28416;1243.61;;;1231_294.28416_1243.61;;;;;;;
1235;197.17343;198.1807;1244.02;;;1235_198.1807_1244.02;;0.10188;0.71687;;;;
1236;765.55949;766.56676;1244.09;;;1236_766.56676_1244.09;;1.0924;0.20663;;;;
1237;221.13582;222.1431;1244.52;;;1237_222.1431_1244.52;;;;;;;
1238;295.2843;296.29157;1244.58;;;1238_296.29157_1244.58;;;;;;;
1239;793.58497;794.59224;1245.75;;;1239_794.59224_1245.75;;0.073441;1.4412;;;;
1242;1316.90848;659.46151;1246.61;;;1242_659.46151_1246.61;;;;;;;
1251;678.44338;679.45066;1251.01;;;1251_679.45066_1251.01;;;;;;;
1252;232.0698;233.07708;1251.04;;;1252_233.07708_1251.04;;0.91674;2.1871;;;;
1253;204.07447;205.08175;1252.09;;;1253_205.08175_1252.09;;0.71873;0.5943;;;;
1256;617.45175;618.45903;1253.52;;;1256_618.45903_1253.52;;0.91497;0.67745;;;;
1264;180.08729;181.09457;1264.48;;;1264_181.09457_1264.48;;1.6342;0.78183;;;;
1266;687.47989;688.48717;1269.28;;;1266_688.48717_1269.28;;1.383;0.61072;;;;
1267;688.48269;689.48997;1269.33;;;1267_689.48997_1269.33;;0.98193;0.36124;;;;
1268;1374.9576;688.48607;1270.85;;;1268_688.48607_1270.85;;1.3822;1.034;;;;
1270;491.50155;492.50882;1272.94;;;1270_492.50882_1272.94;;0.33663;0.089341;;;;
1271;698.46692;699.4742;1272.96;;;1271_699.4742_1272.96;;1.6936;0.93712;;;;
1272;1396.93431;699.47443;1273.25;;;1272_699.47443_1273.25;;;;;;;
1273;617.3834;618.39067;1273.73;;;1273_618.39067_1273.73;;0.073511;0.14239;;;;
1276;1352.94979;677.48217;1274.48;;;1276_677.48217_1274.48;;;;;;;
1277;1679.064;840.53928;1277.5;;;1277_840.53928_1277.5;;1.08;0.64151;;;;
1278;493.51157;494.51884;1278.2;;;1278_494.51884_1278.2;;0.32254;1.4688;;;;
1279;217.09818;218.10546;1278.52;;;1279_218.10546_1278.52;;0.4175;1.4815;;;;
1280;660.45588;661.46316;1278.54;;;1280_661.46316_1278.54;;0.15151;0.37507;;;;
1281;1635.03854;818.52655;1279.45;;;1281_818.52655_1279.45;;1.1378;0.85717;;;;
1282;255.25273;256.26001;1279.47;;;1282_256.26001_1279.47;;0.36219;1.6953;;;;
1283;818.02164;819.02891;1279.63;;;1283_819.02891_1279.63;;0.92704;0.58629;;;;
1285;796.00666;797.01393;1281.17;;;1285_797.01393_1281.17;;;;;;;
1287;1586.05799;794.03627;1281.9;;;1287_794.03627_1281.9;;1.1391;0.61086;;;;
1288;1591.01293;796.51374;1281.91;;;1288_796.51374_1281.91;;0.12058;0.028756;;;;
1289;1592.01325;797.0139;1281.99;;;1289_797.0139_1281.99;;0.094034;0.59813;;;;
1290;795.50499;796.51227;1282.2;;;1290_796.51227_1282.2;;;;;;;
1291;251.98828;252.99555;1284.07;;;1291_252.99555_1284.07;;1.7093;0.17916;;;;
1293;762.5036;763.51087;1284.5;;;1293_763.51087_1284.5;;;;;;;
1294;1546.99049;774.50252;1284.55;;;1294_774.50252_1284.55;;0.57581;0.1691;;;;
1295;1525.00397;763.50926;1284.56;;;1295_763.50926_1284.56;;0.39931;1.2411;;;;
1297;1543.02834;772.52144;1285.04;;;1297_772.52144_1285.04;;1.0236;0.89673;;;;
1298;1542.02624;772.02039;1285.05;;;1298_772.02039_1285.05;;0.29676;0.92077;;;;
1299;773.50023;774.5075;1285.13;;;1299_774.5075_1285.13;;;;;;;
1300;1547.99315;775.00385;1285.33;;;1300_775.00385_1285.33;;1.2566;0.35616;;;;
1301;751.48119;752.48846;1286.83;;;1301_752.48846_1286.83;;;;;;;
1302;482.3522;483.35947;1287.1;;;1302_483.35947_1287.1;;1.5406;0.37018;;;;
1304;1502.96026;752.48741;1287.38;;;1304_752.48741_1287.38;;0.025946;1.0498;;;;
1306;749.00019;750.00746;1287.54;;;1306_750.00746_1287.54;;;;;;;
1307;1499.004;750.50927;1287.65;;;1307_750.50927_1287.65;;;;;;;
1308;1497.99812;750.00633;1287.77;;;1308_750.00633_1287.77;;1.257;0.64456;;;;
1309;1480.97445;741.4945;1287.78;;;1309_741.4945_1287.78;;0.6342;0.25352;;;;
1310;1503.96984;752.9922;1287.79;;;1310_752.9922_1287.79;;1.1299;0.51335;;;;
1311;1460.95099;731.48277;1289.36;;;1311_731.48277_1289.36;;0.58622;0.36436;;;;
1313;1436.94963;719.48209;1289.89;;;1313_719.48209_1289.89;;0.071611;0.060775;;;;
1314;730.47903;731.48631;1290.01;;;1314_731.48631_1290.01;;;;;;;
1315;1458.94236;730.47846;1290.03;;;1315_730.47846_1290.03;;1.0599;1.1362;;;;
1316;1459.94211;730.97833;1290.05;;;1316_730.97833_1290.05;;;;;;;
1317;1474.90854;738.46155;1290.12;;;1317_738.46155_1290.12;;;;;;;
1318;729.97066;730.97794;1290.19;;;1318_730.97794_1290.19;;0.092874;0.85921;;;;
1319;718.47445;719.48172;1290.22;;;1319_719.48172_1290.22;;;;;;;
1320;1453.97522;727.99489;1290.24;;;1320_727.99489_1290.24;;1.4248;0.047189;;;;
1322;521.51355;522.52083;1290.75;;;1322_522.52083_1290.75;;0.57721;0.30253;;;;
1325;729.47233;730.47961;1291.08;;;1325_730.47961_1291.08;;;;;;;
1327;707.45663;708.4639;1292.44;;;1327_708.4639_1292.44;;;;;;;
1328;696.96445;697.97173;1292.51;;;1328_697.97173_1292.51;;;;;;;
1330;1409.95205;705.9833;1292.58;;;1330_705.9833_1292.58;;0.16749;0.09082;;;;
1331;1414.91386;708.4642;1292.59;;;1331_708.4642_1292.59;;0.066042;1.4027;;;;
1334;651.49758;652.50486;1292.82;;;1334_652.50486_1292.82;;;;;;;
1335;1393.92941;697.97198;1292.92;;;1335_697.97198_1292.92;;0.38175;0.32229;;;;
1336;1410.9596;706.48708;1292.92;;;1336_706.48708_1292.92;;;;;;;
1340;682.96313;683.9704;1294.63;;;1340_683.9704_1294.63;;;;;;;
1341;683.96458;684.97186;1294.73;;;1341_684.97186_1294.73;;;;;;;
1343;1365.92464;683.96959;1295.08;;;1343_683.96959_1295.08;;0.034212;1.0932;;;;
1344;686.451;687.45827;1295.11;;;1344_687.45827_1295.11;;0.66604;0.0091687;;;;
1345;1348.90131;675.45793;1295.14;;;1345_675.45793_1295.14;;;;;;;
1346;1326.8891;664.45183;1295.19;;;1346_664.45183_1295.19;;0.82066;0.66427;;;;
1347;674.95255;675.95983;1295.38;;;1347_675.95983_1295.38;;;;;;;
1349;674.4498;675.45708;1295.58;;;1349_675.45708_1295.58;;0.023137;1.2632;;;;
1350;1366.92903;684.47179;1295.64;;;1350_684.47179_1295.64;;;;;;;
1351;1349.89985;675.9572;1295.74;;;1351_675.9572_1295.74;;1.1161;1.2495;;;;
1352;282.25848;283.26576;1296.23;;;1352_283.26576_1296.23;;;;;;;
1354;393.28872;394.296;1296.98;;;1354_394.296_1296.98;;;;;;;
1355;146.05576;147.06303;1297.03;;;1355_147.06303_1297.03;;;;;;;
1357;279.15356;280.16084;1297.55;;;1357_280.16084_1297.55;;0.37894;1.2941;;;;
1358;149.0176;150.02487;1297.55;;;1358_150.02487_1297.55;;0.075561;1.2995;;;;
1359;664.43943;665.4467;1297.69;;;1359_665.4467_1297.69;;0.56881;0.50547;;;;
1360;652.43597;653.44325;1297.69;;;1360_653.44325_1297.69;;;;;;;
1362;652.93663;653.94391;1298;;;1362_653.94391_1298;;;;;;;
1363;1321.89933;661.95694;1298.28;;;1363_661.95694_1298.28;;0.83396;0.29423;;;;
1365;1305.87603;653.94529;1298.3;;;1365_653.94529_1298.3;;0.43125;1.0933;;;;
1366;1326.86484;664.4397;1298.39;;;1366_664.4397_1298.39;;0.13213;1.5607;;;;
1367;1322.90561;662.46008;1298.63;;;1367_662.46008_1298.63;;0.95999;1.2081;;;;
1371;1278.87641;640.44548;1300.49;;;1371_640.44548_1300.49;;;;;;;
1373;1433.98907;718.00181;1300.53;;;1373_718.00181_1300.53;;;;;;;
1375;1260.84952;631.43204;1300.86;;;1375_631.43204_1300.86;;0.47134;0.75542;;;;
1377;1282.83416;642.42436;1300.93;;;1377_642.42436_1300.93;;0.56799;0.96475;;;;
1380;641.41917;642.42644;1301.11;;;1380_642.42644_1301.11;;;;;;;
1381;716.99491;718.00218;1301.19;;;1381_718.00218_1301.19;;1.2747;1.4689;;;;
1383;716.49556;717.50283;1301.28;;;1383_717.50283_1301.28;;0.64653;1.1952;;;;
1384;630.92489;631.93217;1301.35;;;1384_631.93217_1301.35;;;;;;;
1385;638.93513;639.9424;1301.36;;;1385_639.9424_1301.36;;;;;;;
1386;1432.9906;717.50258;1301.8;;;1386_717.50258_1301.8;;0.27844;1.0555;;;;
1387;1228.89012;615.45234;1302.8;;;1387_615.45234_1302.8;;;;;;;
1390;1238.80733;620.41094;1303.26;;;1390_620.41094_1303.26;;0.12738;0.040415;;;;
1391;616.92341;617.93068;1303.34;;;1391_617.93068_1303.34;;;;;;;
1392;619.40339;620.41067;1303.44;;;1392_620.41067_1303.44;;;;;;;
1394;1233.84803;617.93129;1303.5;;;1394_617.93129_1303.5;;0.025173;0.78933;;;;
1395;608.40999;609.41727;1303.55;;;1395_609.41727_1303.55;;;;;;;
1396;608.91518;609.92246;1304.29;;;1396_609.92246_1304.29;;;;;;;
1399;586.89966;587.90693;1305.88;;;1399_587.90693_1305.88;;0.60012;0.50696;;;;
1402;597.39091;598.39818;1306.03;;;1402_598.39818_1306.03;;;;;;;
1404;1173.8016;587.90808;1306.67;;;1404_587.90808_1306.67;;;;;;;
1407;1146.79909;574.40682;1308.63;;;1407_574.40682_1308.63;;;;;;;
1411;1128.76839;565.39147;1308.84;;;1411_565.39147_1308.84;;0.52261;1.281;;;;
1417;1084.74089;543.37772;1311.26;;;1417_543.37772_1311.26;;2.0981;0.3316;;;;
1418;1106.72698;554.37077;1311.36;;;1418_554.37077_1311.36;;0.93389;2.054;;;;
1420;551.38823;552.3955;1311.5;;;1420_552.3955_1311.5;;;;;;;
1421;542.87405;543.88132;1311.56;;;1421_543.88132_1311.56;;0.62057;1.0143;;;;
1422;1102.77052;552.39254;1311.69;;;1422_552.39254_1311.69;;0.36265;0.81194;;;;
1424;1085.74159;543.87807;1311.8;;;1424_543.87807_1311.8;;;;;;;
1425;692.4435;693.45078;1313.38;;;1425_693.45078_1313.38;;0.3644;0.13297;;;;
1427;520.35653;521.36381;1313.98;;;1427_521.36381_1313.98;;;;;;;
1428;1040.71494;521.36475;1314.04;;;1428_521.36475_1314.04;;0.20459;0.98167;;;;
1430;528.87185;529.87913;1314.12;;;1430_529.87913_1314.12;;;;;;;
1431;1063.70161;532.85808;1314.14;;;1431_532.85808_1314.14;;0.88072;0.54586;;;;
1432;526.38649;527.39377;1314.15;;;1432_527.39377_1314.15;;;;;;;
1433;1062.70111;532.35783;1314.16;;;1433_532.35783_1314.16;;0.87834;0.40282;;;;
1434;1057.74156;529.87806;1314.17;;;1434_529.87806_1314.17;;0.45476;1.6378;;;;
1435;531.35089;532.35817;1314.63;;;1435_532.35817_1314.63;;;;;;;
1436;396.37047;397.37775;1315.76;;;1436_397.37775_1315.76;;0.48845;1.0054;;;;
1437;507.35763;508.36491;1316.6;;;1437_508.36491_1316.6;;;;;;;
1439;1013.71551;507.86503;1316.78;;;1439_507.86503_1316.78;;2.1148;0.16474;;;;
1440;1014.71643;508.36549;1316.8;;;1440_508.36549_1316.8;;0.41637;0.23418;;;;
1441;1019.67748;510.84602;1316.96;;;1441_510.84602_1316.96;;;;;;;
1442;996.68662;499.35058;1316.98;;;1442_499.35058_1316.98;;1.0312;0.76026;;;;
1443;506.8569;507.86418;1317;;;1443_507.86418_1317;;;;;;;
1444;498.34367;499.35095;1317.11;;;1444_499.35095_1317.11;;;;;;;
1445;509.83874;510.84602;1317.98;;;1445_510.84602_1317.98;;1.4854;0.79125;;;;
1446;709.53918;710.54646;1318.35;;;1446_710.54646_1318.35;;0.062338;1.5056;;;;
1447;975.64964;488.83209;1318.99;;;1447_488.83209_1318.99;;;;;;;
1448;476.33096;477.33823;1319.19;;;1448_477.33823_1319.19;;;;;;;
1449;974.64716;488.33085;1319.2;;;1449_488.33085_1319.2;;1.4754;0.48241;;;;
1450;970.68752;486.35104;1319.23;;;1450_486.35104_1319.23;;;;;;;
1452;969.68699;485.85077;1319.37;;;1452_485.85077_1319.37;;1.6224;0.31094;;;;
1453;952.65842;477.33649;1319.42;;;1453_477.33649_1319.42;;;;;;;
1454;487.32441;488.33169;1319.44;;;1454_488.33169_1319.44;;;;;;;
1455;484.84345;485.85073;1319.78;;;1455_485.85073_1319.78;;;;;;;
1457;632.42396;633.43123;1319.83;;;1457_633.43123_1319.83;;0.29425;0.99871;;;;
1458;504.50339;505.51066;1320.08;;;1458_505.51066_1320.08;;0.67169;0.74055;;;;
1460;296.26733;297.27461;1320.96;;;1460_297.27461_1320.96;;;;;;;
1461;931.62843;466.82149;1321.71;;;1461_466.82149_1321.71;;;;;;;
1462;930.62073;466.31764;1322.41;;;1462_466.31764_1322.41;;0.54524;0.15884;;;;
1463;618.39707;619.40434;1322.68;;;1463_619.40434_1322.68;;;;;;;
1464;465.30953;466.3168;1322.8;;;1464_466.3168_1322.8;;;;;;;
1465;610.17295;611.18022;1323.01;;;1465_611.18022_1323.01;;0.48137;0.67878;;;;
1466;465.81217;466.81944;1323.1;;;1466_466.81944_1323.1;;0.048868;0.1685;;;;
1468;611.17294;612.18021;1323.84;;;1468_612.18021_1323.84;;0.030348;0.15571;;;;
1472;708.15439;709.16167;1325.28;;;1472_709.16167_1325.28;;;;;;;
1474;864.60979;865.61707;1325.58;;;1474_865.61707_1325.58;;;;;;;
1476;821.58502;822.59229;1327.54;;;1476_822.59229_1327.54;;0.43812;0.5944;;;;
1478;1491.03741;746.52598;1329.19;;;1478_746.52598_1329.19;;;;;;;
1480;756.5062;757.51348;1330.71;;;1480_757.51348_1330.71;;1.3674;1.034;;;;
1481;1513.01515;757.51485;1330.81;;;1481_757.51485_1330.81;;1.1506;0.8596;;;;
1482;1514.01926;758.0169;1330.86;;;1482_758.0169_1330.86;;0.26653;1.8951;;;;
1486;757.00829;758.01557;1331.02;;;1486_758.01557_1331.02;;0.062066;1.3848;;;;
